Date,AAPL,MSFT
2023-06-27,185.46002197265625,326.83660888671875
2023-06-28,186.633544921875,328.0870361328125
2023-06-29,186.9688262939453,327.3055114746094
2023-06-30,191.28831481933594,332.6686096191406
2023-07-03,189.7991485595703,330.177490234375
2023-07-05,188.68479919433594,330.3338623046875
2023-07-06,189.1581573486328,333.3817138671875
2023-07-07,188.0437774658203,329.4253234863281
2023-07-10,186.0023956298828,324.1598815917969
2023-07-11,185.47970581054688,324.78515625
2023-07-12,187.1463623046875,329.4058532714844
2023-07-13,187.9056854248047,334.7395935058594
2023-07-14,188.0536651611328,337.2598876953125
2023-07-17,191.3080291748047,337.73870849609375
2023-07-18,191.05160522460938,351.1806335449219
2023-07-19,192.40264892578125,346.8724670410156
2023-07-20,190.45989990234375,338.8523254394531
2023-07-21,189.286376953125,335.8240051269531
2023-07-24,190.08517456054688,337.1329650878906
2023-07-25,190.94313049316406,342.8673095703125
2023-07-26,191.8109588623047,329.9626159667969
2023-07-27,190.54864501953125,323.0756530761719
2023-07-28,193.12254333496094,330.54876708984375
2023-07-31,193.73399353027344,328.1553649902344
2023-08-01,192.90560913085938,328.565673828125
2023-08-02,189.9175262451172,319.92999267578125
2023-08-03,188.5270233154297,319.10943603515625
2023-08-04,179.47390747070312,320.20355224609375
2023-08-07,176.37733459472656,322.4796447753906
2023-08-08,177.314208984375,318.5135498046875
2023-08-09,175.72647094726562,314.7818603515625
2023-08-10,175.5094757080078,315.46563720703125
2023-08-11,175.56875610351562,313.5900573730469
2023-08-14,177.21788024902344,316.54998779296875
2023-08-15,175.23300170898438,314.4203796386719
2023-08-16,174.36399841308594,313.65673828125
2023-08-17,171.8260955810547,310.2109069824219
2023-08-18,172.3099822998047,309.8193359375
2023-08-21,173.6431427001953,315.10565185546875
2023-08-22,175.0157470703125,315.6734619140625
2023-08-23,178.85716247558594,320.1179504394531
2023-08-24,174.17637634277344,313.23583984375
2023-08-25,176.3784942626953,316.18255615234375
2023-08-28,177.9387969970703,316.88739013671875
2023-08-29,181.81967163085938,321.498291015625
2023-08-30,185.30557250976562,321.8702392578125
2023-08-31,185.52281188964844,320.8619689941406
2023-09-01,187.09295654296875,321.74298095703125
2023-09-05,187.3299560546875,326.530029296875
2023-09-06,180.62477111816406,325.8741760253906
2023-09-07,175.3416290283203,322.96661376953125
2023-09-08,175.953857421875,327.23486328125
2023-09-11,177.119140625,330.82763671875
2023-09-12,174.09739685058594,324.7874755859375
2023-09-13,172.0334930419922,328.9872741699219
2023-09-14,173.54437255859375,331.57171630859375
2023-09-15,172.823486328125,323.2701721191406
2023-09-18,175.7465057373047,322.134521484375
2023-09-19,176.83274841308594,321.7331237792969
2023-09-20,173.29750061035156,314.01898193359375
2023-09-21,171.75692749023438,312.80517578125
2023-09-22,172.6062469482422,310.33819580078125
2023-09-25,173.88009643554688,310.8569641113281
2023-09-26,169.8115997314453,305.5707092285156
2023-09-27,168.30067443847656,306.20697021484375
2023-09-28,168.5574493408203,307.0390625
2023-09-29,169.07098388671875,309.10467529296875
2023-10-02,171.5792236328125,315.02728271484375
2023-10-03,170.24606323242188,306.7944030761719
2023-10-04,171.49034118652344,312.24713134765625
2023-10-05,172.7247314453125,312.63873291015625
2023-10-06,175.2725067138672,320.3724670410156
2023-10-09,176.75375366210938,322.8786315917969
2023-10-10,176.1612548828125,321.4786682128906
2023-10-11,177.55364990234375,325.423828125
2023-10-12,178.4522705078125,324.19036865234375
2023-10-13,176.61550903320312,320.83258056640625
2023-10-16,176.48712158203125,325.6391906738281
2023-10-17,174.93675231933594,325.0713806152344
2023-10-18,173.6431427001953,323.1623840332031
2023-10-19,173.2678680419922,324.3469543457031
2023-10-20,170.7200927734375,319.7947998046875
2023-10-23,170.83859252929688,322.3891296386719
2023-10-24,171.27308654785156,323.5736083984375
2023-10-25,168.96231079101562,333.5002746582031
2023-10-26,164.80494689941406,320.98919677734375
2023-10-27,166.11830139160156,322.8686828613281
2023-10-30,168.16244506835938,330.2109069824219
2023-10-31,168.63645935058594,330.9940490722656
2023-11-01,171.79647827148438,338.78656005859375
2023-11-02,175.35150146484375,340.9892272949219
2023-11-03,174.44296264648438,345.3749084472656
2023-11-06,176.99073791503906,349.0263977050781
2023-11-07,179.5483856201172,352.9422607421875
2023-11-08,180.6050262451172,355.5560607910156
2023-11-09,180.13104248046875,353.09881591796875
2023-11-10,184.3136749267578,361.8898620605469
2023-11-13,182.73159790039062,358.9627990722656
2023-11-14,185.342041015625,362.4772033691406
2023-11-15,185.90567016601562,362.6243896484375
2023-11-16,187.58663940429688,369.00048828125
2023-11-17,187.56687927246094,362.80096435546875
2023-11-20,189.30712890625,370.24627685546875
2023-11-21,188.50624084472656,365.9595947265625
2023-11-22,189.168701171875,370.6484680175781
2023-11-24,187.84371948242188,370.23651123046875
2023-11-27,187.66574096679688,371.39404296875
2023-11-28,188.26890563964844,375.40606689453125
2023-11-29,187.2504425048828,371.6294250488281
2023-11-30,187.82394409179688,371.688232421875
2023-12-01,189.09950256347656,367.3721618652344
2023-12-04,187.3097381591797,362.1044921875
2023-12-05,191.25509643554688,365.4200134277344
2023-12-06,190.1674346923828,361.77093505859375
2023-12-07,192.09556579589844,363.8799743652344
2023-12-08,193.51950073242188,367.09747314453125
2023-12-11,191.01779174804688,364.2232971191406
2023-12-12,192.53065490722656,367.24462890625
2023-12-13,195.7443084716797,367.23480224609375
2023-12-14,195.89260864257812,358.9556884765625
2023-12-15,195.35867309570312,363.6642150878906
2023-12-18,193.69749450683594,365.5475769042969
2023-12-19,194.7357177734375,366.1459045410156
2023-12-20,192.64932250976562,363.5562438964844
2023-12-21,192.50100708007812,366.4206237792969
2023-12-22,191.43310546875,367.4407958984375
2023-12-26,190.88922119140625,367.5192565917969
2023-12-27,190.9881134033203,366.9405517578125
2023-12-28,191.413330078125,368.12750244140625
2023-12-29,190.37506103515625,368.8730163574219
2024-01-02,183.56216430664062,363.801513671875
2024-01-03,182.18775939941406,363.53668212890625
2024-01-04,179.8739471435547,360.9273376464844
